,REGION TYPE,REGION,TOTAL SPECIMENS,A (2009 H1N1),A (H1),A (H3),A (Subtyping not Performed),A (Unable to Subtype),B,H3N2v,TOTAL A,TOTAL B,date,Confirmed_Infections
11209,States,New Mexico,215.0,,,,,,,,1.0,0.0,2019-10-01,1.0
11210,States,New York,1372.0,,,,,,,,9.0,2.0,2019-10-01,11.0
11211,States,North Carolina,226.0,,,,,,,,0.0,1.0,2019-10-01,1.0
11212,States,North Dakota,82.0,,,,,,,,0.0,1.0,2019-10-01,1.0
11213,States,Ohio,1148.0,,,,,,,,7.0,1.0,2019-10-01,8.0
11214,States,Oklahoma,195.0,,,,,,,,0.0,0.0,2019-10-01,0.0
11215,States,Oregon,412.0,,,,,,,,4.0,0.0,2019-10-01,4.0
11216,States,Pennsylvania,278.0,,,,,,,,0.0,0.0,2019-10-01,0.0
11218,States,South Carolina,218.0,,,,,,,,0.0,0.0,2019-10-01,0.0
11219,States,South Dakota,43.0,,,,,,,,0.0,0.0,2019-10-01,0.0
11221,States,Texas,1259.0,,,,,,,,9.0,23.0,2019-10-01,32.0
11222,States,Utah,321.0,,,,,,,,3.0,0.0,2019-10-01,3.0
11223,States,Vermont,42.0,,,,,,,,0.0,0.0,2019-10-01,0.0
11224,States,Virginia,205.0,,,,,,,,0.0,0.0,2019-10-01,0.0
11225,States,Washington,692.0,,,,,,,,9.0,4.0,2019-10-01,13.0
11226,States,West Virginia,382.0,,,,,,,,0.0,0.0,2019-10-01,0.0
11227,States,Wisconsin,743.0,,,,,,,,2.0,1.0,2019-10-01,3.0
11232,States,Alabama,512.0,,,,,,,,2.0,13.0,2019-10-08,15.0
11234,States,Arizona,278.0,,,,,,,,0.0,2.0,2019-10-08,2.0
11235,States,Arkansas,89.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11236,States,California,1776.0,,,,,,,,18.0,10.0,2019-10-08,28.0
11237,States,Colorado,458.0,,,,,,,,2.0,0.0,2019-10-08,2.0
11238,States,Connecticut,475.0,,,,,,,,1.0,0.0,2019-10-08,1.0
11239,States,Delaware,184.0,,,,,,,,4.0,1.0,2019-10-08,5.0
11242,States,Georgia,874.0,,,,,,,,8.0,16.0,2019-10-08,24.0
11243,States,Hawaii,310.0,,,,,,,,3.0,8.0,2019-10-08,11.0
11244,States,Idaho,59.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11245,States,Illinois,207.0,,,,,,,,1.0,1.0,2019-10-08,2.0
11246,States,Indiana,168.0,,,,,,,,1.0,0.0,2019-10-08,1.0
11247,States,Iowa,225.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11248,States,Kansas,62.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11249,States,Kentucky,388.0,,,,,,,,1.0,0.0,2019-10-08,1.0
11250,States,Louisiana,443.0,,,,,,,,2.0,14.0,2019-10-08,16.0
11251,States,Maine,34.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11252,States,Maryland,136.0,,,,,,,,1.0,3.0,2019-10-08,4.0
11253,States,Massachusetts,481.0,,,,,,,,2.0,0.0,2019-10-08,2.0
11254,States,Michigan,1025.0,,,,,,,,5.0,3.0,2019-10-08,8.0
11255,States,Minnesota,269.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11256,States,Mississippi,44.0,,,,,,,,0.0,1.0,2019-10-08,1.0
11257,States,Missouri,722.0,,,,,,,,2.0,1.0,2019-10-08,3.0
11258,States,Montana,99.0,,,,,,,,2.0,0.0,2019-10-08,2.0
11259,States,Nebraska,62.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11263,States,New Mexico,247.0,,,,,,,,1.0,0.0,2019-10-08,1.0
11264,States,New York,1354.0,,,,,,,,4.0,0.0,2019-10-08,4.0
11265,States,North Carolina,208.0,,,,,,,,2.0,0.0,2019-10-08,2.0
11266,States,North Dakota,118.0,,,,,,,,0.0,2.0,2019-10-08,2.0
11267,States,Ohio,1318.0,,,,,,,,1.0,3.0,2019-10-08,4.0
11268,States,Oklahoma,194.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11269,States,Oregon,770.0,,,,,,,,7.0,4.0,2019-10-08,11.0
11270,States,Pennsylvania,201.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11272,States,South Carolina,212.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11273,States,South Dakota,53.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11274,States,Tennessee,35.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11275,States,Texas,1720.0,,,,,,,,21.0,32.0,2019-10-08,53.0
11276,States,Utah,369.0,,,,,,,,8.0,1.0,2019-10-08,9.0
11277,States,Vermont,67.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11278,States,Virginia,231.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11279,States,Washington,900.0,,,,,,,,13.0,1.0,2019-10-08,14.0
11280,States,West Virginia,367.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11281,States,Wisconsin,838.0,,,,,,,,4.0,0.0,2019-10-08,4.0
11283,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2019-10-08,0.0
11286,States,Alabama,498.0,,,,,,,,4.0,13.0,2019-10-15,17.0
11288,States,Arizona,273.0,,,,,,,,3.0,5.0,2019-10-15,8.0
11289,States,Arkansas,94.0,,,,,,,,1.0,1.0,2019-10-15,2.0
11290,States,California,1887.0,,,,,,,,26.0,11.0,2019-10-15,37.0
11291,States,Colorado,441.0,,,,,,,,7.0,3.0,2019-10-15,10.0
11292,States,Connecticut,466.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11293,States,Delaware,218.0,,,,,,,,1.0,3.0,2019-10-15,4.0
11296,States,Georgia,875.0,,,,,,,,11.0,16.0,2019-10-15,27.0
11297,States,Hawaii,334.0,,,,,,,,4.0,2.0,2019-10-15,6.0
11298,States,Idaho,60.0,,,,,,,,1.0,2.0,2019-10-15,3.0
11299,States,Illinois,261.0,,,,,,,,5.0,2.0,2019-10-15,7.0
11300,States,Indiana,183.0,,,,,,,,1.0,0.0,2019-10-15,1.0
11301,States,Iowa,235.0,,,,,,,,4.0,0.0,2019-10-15,4.0
11302,States,Kansas,84.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11303,States,Kentucky,425.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11304,States,Louisiana,608.0,,,,,,,,4.0,20.0,2019-10-15,24.0
11305,States,Maine,42.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11306,States,Maryland,133.0,,,,,,,,0.0,1.0,2019-10-15,1.0
11307,States,Massachusetts,577.0,,,,,,,,8.0,2.0,2019-10-15,10.0
11308,States,Michigan,1087.0,,,,,,,,1.0,0.0,2019-10-15,1.0
11309,States,Minnesota,325.0,,,,,,,,1.0,0.0,2019-10-15,1.0
11310,States,Mississippi,59.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11311,States,Missouri,865.0,,,,,,,,3.0,0.0,2019-10-15,3.0
11312,States,Montana,123.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11313,States,Nebraska,59.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11314,States,Nevada,15.0,,,,,,,,0.0,1.0,2019-10-15,1.0
11317,States,New Mexico,252.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11318,States,New York,1479.0,,,,,,,,6.0,4.0,2019-10-15,10.0
11319,States,North Carolina,242.0,,,,,,,,1.0,1.0,2019-10-15,2.0
11320,States,North Dakota,153.0,,,,,,,,0.0,1.0,2019-10-15,1.0
11321,States,Ohio,1457.0,,,,,,,,2.0,3.0,2019-10-15,5.0
11322,States,Oklahoma,249.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11323,States,Oregon,1106.0,,,,,,,,4.0,3.0,2019-10-15,7.0
11324,States,Pennsylvania,247.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11326,States,South Carolina,222.0,,,,,,,,0.0,1.0,2019-10-15,1.0
11327,States,South Dakota,57.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11328,States,Tennessee,36.0,,,,,,,,0.0,2.0,2019-10-15,2.0
11329,States,Texas,2065.0,,,,,,,,12.0,52.0,2019-10-15,64.0
11330,States,Utah,374.0,,,,,,,,3.0,1.0,2019-10-15,4.0
11331,States,Vermont,88.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11332,States,Virginia,237.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11333,States,Washington,984.0,,,,,,,,8.0,3.0,2019-10-15,11.0
11334,States,West Virginia,336.0,,,,,,,,0.0,1.0,2019-10-15,1.0
11335,States,Wisconsin,809.0,,,,,,,,4.0,0.0,2019-10-15,4.0
11337,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2019-10-15,0.0
11340,States,Alabama,527.0,,,,,,,,1.0,5.0,2019-10-22,6.0
11342,States,Arizona,249.0,,,,,,,,2.0,3.0,2019-10-22,5.0
11343,States,Arkansas,109.0,,,,,,,,0.0,1.0,2019-10-22,1.0
11344,States,California,1995.0,,,,,,,,27.0,14.0,2019-10-22,41.0
11345,States,Colorado,530.0,,,,,,,,5.0,6.0,2019-10-22,11.0
11346,States,Connecticut,473.0,,,,,,,,3.0,0.0,2019-10-22,3.0
11347,States,Delaware,211.0,,,,,,,,6.0,1.0,2019-10-22,7.0
11350,States,Georgia,1020.0,,,,,,,,11.0,14.0,2019-10-22,25.0
11351,States,Hawaii,288.0,,,,,,,,9.0,7.0,2019-10-22,16.0
11352,States,Idaho,70.0,,,,,,,,3.0,2.0,2019-10-22,5.0
11353,States,Illinois,256.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11354,States,Indiana,151.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11355,States,Iowa,278.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11356,States,Kansas,81.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11357,States,Kentucky,469.0,,,,,,,,2.0,0.0,2019-10-22,2.0
11358,States,Louisiana,524.0,,,,,,,,4.0,34.0,2019-10-22,38.0
11359,States,Maine,44.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11360,States,Maryland,181.0,,,,,,,,1.0,1.0,2019-10-22,2.0
11361,States,Massachusetts,540.0,,,,,,,,2.0,0.0,2019-10-22,2.0
11362,States,Michigan,1251.0,,,,,,,,5.0,2.0,2019-10-22,7.0
11363,States,Minnesota,375.0,,,,,,,,2.0,1.0,2019-10-22,3.0
11364,States,Mississippi,56.0,,,,,,,,0.0,3.0,2019-10-22,3.0
11365,States,Missouri,929.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11366,States,Montana,109.0,,,,,,,,0.0,1.0,2019-10-22,1.0
11367,States,Nebraska,77.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11371,States,New Mexico,297.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11372,States,New York,1559.0,,,,,,,,4.0,2.0,2019-10-22,6.0
11373,States,North Carolina,222.0,,,,,,,,1.0,1.0,2019-10-22,2.0
11374,States,North Dakota,162.0,,,,,,,,0.0,5.0,2019-10-22,5.0
11375,States,Ohio,1475.0,,,,,,,,2.0,5.0,2019-10-22,7.0
11376,States,Oklahoma,224.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11377,States,Oregon,991.0,,,,,,,,8.0,2.0,2019-10-22,10.0
11378,States,Pennsylvania,292.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11380,States,South Carolina,229.0,,,,,,,,1.0,0.0,2019-10-22,1.0
11381,States,South Dakota,61.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11382,States,Tennessee,39.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11383,States,Texas,2179.0,,,,,,,,22.0,60.0,2019-10-22,82.0
11384,States,Utah,467.0,,,,,,,,5.0,1.0,2019-10-22,6.0
11385,States,Vermont,94.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11386,States,Virginia,283.0,,,,,,,,1.0,0.0,2019-10-22,1.0
11387,States,Washington,970.0,,,,,,,,13.0,4.0,2019-10-22,17.0
11388,States,West Virginia,422.0,,,,,,,,1.0,0.0,2019-10-22,1.0
11389,States,Wisconsin,906.0,,,,,,,,4.0,1.0,2019-10-22,5.0
11391,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2019-10-22,0.0
11394,States,Alabama,529.0,,,,,,,,0.0,16.0,2019-10-29,16.0
11396,States,Arizona,265.0,,,,,,,,2.0,4.0,2019-10-29,6.0
11397,States,Arkansas,122.0,,,,,,,,1.0,2.0,2019-10-29,3.0
11398,States,California,1964.0,,,,,,,,24.0,33.0,2019-10-29,57.0
11399,States,Colorado,541.0,,,,,,,,6.0,2.0,2019-10-29,8.0
11400,States,Connecticut,560.0,,,,,,,,5.0,0.0,2019-10-29,5.0
11401,States,Delaware,211.0,,,,,,,,1.0,5.0,2019-10-29,6.0
11404,States,Georgia,1139.0,,,,,,,,16.0,34.0,2019-10-29,50.0
11405,States,Hawaii,346.0,,,,,,,,9.0,3.0,2019-10-29,12.0
11406,States,Idaho,71.0,,,,,,,,10.0,1.0,2019-10-29,11.0
11407,States,Illinois,332.0,,,,,,,,2.0,1.0,2019-10-29,3.0
11408,States,Indiana,224.0,,,,,,,,0.0,2.0,2019-10-29,2.0
11409,States,Iowa,244.0,,,,,,,,0.0,0.0,2019-10-29,0.0
11410,States,Kansas,76.0,,,,,,,,0.0,0.0,2019-10-29,0.0
11411,States,Kentucky,518.0,,,,,,,,0.0,1.0,2019-10-29,1.0
11412,States,Louisiana,573.0,,,,,,,,3.0,50.0,2019-10-29,53.0
11413,States,Maine,57.0,,,,,,,,0.0,0.0,2019-10-29,0.0
11414,States,Maryland,231.0,,,,,,,,0.0,2.0,2019-10-29,2.0
11415,States,Massachusetts,588.0,,,,,,,,4.0,3.0,2019-10-29,7.0
11416,States,Michigan,1335.0,,,,,,,,9.0,7.0,2019-10-29,16.0
11417,States,Minnesota,312.0,,,,,,,,1.0,1.0,2019-10-29,2.0
11418,States,Mississippi,67.0,,,,,,,,1.0,1.0,2019-10-29,2.0
11419,States,Missouri,1037.0,,,,,,,,2.0,0.0,2019-10-29,2.0
11420,States,Montana,108.0,,,,,,,,1.0,1.0,2019-10-29,2.0
11421,States,Nebraska,97.0,,,,,,,,1.0,0.0,2019-10-29,1.0
11422,States,Nevada,34.0,,,,,,,,1.0,2.0,2019-10-29,3.0
11426,States,New York,1660.0,,,,,,,,7.0,7.0,2019-10-29,14.0
11427,States,North Carolina,217.0,,,,,,,,3.0,0.0,2019-10-29,3.0
11428,States,North Dakota,172.0,,,,,,,,0.0,11.0,2019-10-29,11.0
11429,States,Ohio,1756.0,,,,,,,,3.0,5.0,2019-10-29,8.0
11430,States,Oklahoma,192.0,,,,,,,,0.0,0.0,2019-10-29,0.0
11431,States,Oregon,1029.0,,,,,,,,3.0,7.0,2019-10-29,10.0
11432,States,Pennsylvania,300.0,,,,,,,,1.0,0.0,2019-10-29,1.0
11434,States,South Carolina,312.0,,,,,,,,2.0,2.0,2019-10-29,4.0
11435,States,South Dakota,70.0,,,,,,,,0.0,0.0,2019-10-29,0.0
11436,States,Tennessee,54.0,,,,,,,,0.0,0.0,2019-10-29,0.0
11437,States,Texas,2553.0,,,,,,,,29.0,117.0,2019-10-29,146.0
11438,States,Utah,448.0,,,,,,,,5.0,1.0,2019-10-29,6.0
11439,States,Vermont,75.0,,,,,,,,0.0,0.0,2019-10-29,0.0
11440,States,Virginia,297.0,,,,,,,,1.0,0.0,2019-10-29,1.0
11441,States,Washington,889.0,,,,,,,,4.0,6.0,2019-10-29,10.0
11442,States,West Virginia,461.0,,,,,,,,1.0,2.0,2019-10-29,3.0
11443,States,Wisconsin,1074.0,,,,,,,,5.0,3.0,2019-10-29,8.0
11445,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2019-10-29,0.0
11448,States,Alabama,524.0,,,,,,,,3.0,18.0,2019-11-05,21.0
11450,States,Arizona,239.0,,,,,,,,1.0,2.0,2019-11-05,3.0
11451,States,Arkansas,136.0,,,,,,,,1.0,2.0,2019-11-05,3.0
11452,States,California,2061.0,,,,,,,,44.0,56.0,2019-11-05,100.0
11453,States,Colorado,511.0,,,,,,,,7.0,6.0,2019-11-05,13.0
11454,States,Connecticut,569.0,,,,,,,,3.0,0.0,2019-11-05,3.0
11455,States,Delaware,200.0,,,,,,,,0.0,1.0,2019-11-05,1.0
11458,States,Georgia,1212.0,,,,,,,,20.0,41.0,2019-11-05,61.0
11459,States,Hawaii,335.0,,,,,,,,4.0,4.0,2019-11-05,8.0
11460,States,Idaho,95.0,,,,,,,,3.0,2.0,2019-11-05,5.0
11461,States,Illinois,317.0,,,,,,,,3.0,2.0,2019-11-05,5.0
11462,States,Indiana,215.0,,,,,,,,0.0,1.0,2019-11-05,1.0
11463,States,Iowa,205.0,,,,,,,,1.0,0.0,2019-11-05,1.0
11464,States,Kansas,79.0,,,,,,,,0.0,0.0,2019-11-05,0.0
11465,States,Kentucky,524.0,,,,,,,,1.0,2.0,2019-11-05,3.0
11466,States,Louisiana,653.0,,,,,,,,6.0,70.0,2019-11-05,76.0
11467,States,Maine,57.0,,,,,,,,0.0,0.0,2019-11-05,0.0
11468,States,Maryland,179.0,,,,,,,,2.0,2.0,2019-11-05,4.0
11469,States,Massachusetts,527.0,,,,,,,,1.0,1.0,2019-11-05,2.0
11470,States,Michigan,1287.0,,,,,,,,3.0,3.0,2019-11-05,6.0
11471,States,Minnesota,353.0,,,,,,,,2.0,1.0,2019-11-05,3.0
11472,States,Mississippi,85.0,,,,,,,,0.0,0.0,2019-11-05,0.0
11473,States,Missouri,1097.0,,,,,,,,2.0,2.0,2019-11-05,4.0
11474,States,Montana,110.0,,,,,,,,0.0,0.0,2019-11-05,0.0
11475,States,Nebraska,81.0,,,,,,,,0.0,0.0,2019-11-05,0.0
11479,States,New Mexico,330.0,,,,,,,,1.0,2.0,2019-11-05,3.0
11480,States,New York,1684.0,,,,,,,,15.0,5.0,2019-11-05,20.0
11481,States,North Carolina,247.0,,,,,,,,7.0,0.0,2019-11-05,7.0
11482,States,North Dakota,161.0,,,,,,,,0.0,12.0,2019-11-05,12.0
11483,States,Ohio,1855.0,,,,,,,,6.0,8.0,2019-11-05,14.0
11484,States,Oklahoma,255.0,,,,,,,,1.0,0.0,2019-11-05,1.0
11485,States,Oregon,1046.0,,,,,,,,10.0,15.0,2019-11-05,25.0
11486,States,Pennsylvania,341.0,,,,,,,,0.0,0.0,2019-11-05,0.0
11488,States,South Carolina,354.0,,,,,,,,0.0,2.0,2019-11-05,2.0
11489,States,South Dakota,64.0,,,,,,,,0.0,0.0,2019-11-05,0.0
11490,States,Tennessee,56.0,,,,,,,,1.0,0.0,2019-11-05,1.0
11491,States,Texas,2482.0,,,,,,,,34.0,250.0,2019-11-05,284.0
11492,States,Utah,450.0,,,,,,,,4.0,1.0,2019-11-05,5.0
11493,States,Vermont,95.0,,,,,,,,0.0,1.0,2019-11-05,1.0
11494,States,Virginia,291.0,,,,,,,,1.0,1.0,2019-11-05,2.0
11495,States,Washington,937.0,,,,,,,,5.0,10.0,2019-11-05,15.0
11496,States,West Virginia,494.0,,,,,,,,1.0,1.0,2019-11-05,2.0
11497,States,Wisconsin,1099.0,,,,,,,,4.0,4.0,2019-11-05,8.0
11499,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2019-11-05,0.0
11502,States,Alabama,635.0,,,,,,,,4.0,15.0,2019-11-12,19.0
11504,States,Arizona,223.0,,,,,,,,2.0,4.0,2019-11-12,6.0
11505,States,Arkansas,163.0,,,,,,,,1.0,3.0,2019-11-12,4.0
11506,States,California,2603.0,,,,,,,,125.0,135.0,2019-11-12,260.0
11507,States,Colorado,573.0,,,,,,,,15.0,9.0,2019-11-12,24.0
11508,States,Connecticut,583.0,,,,,,,,4.0,1.0,2019-11-12,5.0
11509,States,Delaware,250.0,,,,,,,,2.0,7.0,2019-11-12,9.0
11512,States,Georgia,1398.0,,,,,,,,25.0,49.0,2019-11-12,74.0
11513,States,Hawaii,449.0,,,,,,,,14.0,5.0,2019-11-12,19.0
11514,States,Idaho,62.0,,,,,,,,0.0,2.0,2019-11-12,2.0
11515,States,Illinois,323.0,,,,,,,,3.0,2.0,2019-11-12,5.0
11516,States,Indiana,234.0,,,,,,,,3.0,3.0,2019-11-12,6.0
11517,States,Iowa,246.0,,,,,,,,2.0,1.0,2019-11-12,3.0
11518,States,Kansas,85.0,,,,,,,,0.0,0.0,2019-11-12,0.0
11519,States,Kentucky,641.0,,,,,,,,6.0,2.0,2019-11-12,8.0
11520,States,Louisiana,796.0,,,,,,,,11.0,114.0,2019-11-12,125.0
11521,States,Maine,72.0,,,,,,,,0.0,1.0,2019-11-12,1.0
11522,States,Maryland,193.0,,,,,,,,2.0,3.0,2019-11-12,5.0
11523,States,Massachusetts,570.0,,,,,,,,1.0,1.0,2019-11-12,2.0
11524,States,Michigan,1430.0,,,,,,,,10.0,3.0,2019-11-12,13.0
11525,States,Minnesota,342.0,,,,,,,,1.0,0.0,2019-11-12,1.0
11526,States,Mississippi,110.0,,,,,,,,0.0,1.0,2019-11-12,1.0
11527,States,Missouri,616.0,,,,,,,,2.0,0.0,2019-11-12,2.0
11528,States,Montana,122.0,,,,,,,,0.0,0.0,2019-11-12,0.0
11529,States,Nebraska,112.0,,,,,,,,3.0,0.0,2019-11-12,3.0
11530,States,Nevada,64.0,,,,,,,,0.0,23.0,2019-11-12,23.0
11533,States,New Mexico,361.0,,,,,,,,7.0,0.0,2019-11-12,7.0
11534,States,New York,1933.0,,,,,,,,19.0,10.0,2019-11-12,29.0
11535,States,North Carolina,266.0,,,,,,,,0.0,2.0,2019-11-12,2.0
11536,States,North Dakota,224.0,,,,,,,,1.0,41.0,2019-11-12,42.0
11537,States,Ohio,2152.0,,,,,,,,8.0,6.0,2019-11-12,14.0
11538,States,Oklahoma,264.0,,,,,,,,1.0,1.0,2019-11-12,2.0
11539,States,Oregon,1132.0,,,,,,,,8.0,34.0,2019-11-12,42.0
11540,States,Pennsylvania,351.0,,,,,,,,1.0,2.0,2019-11-12,3.0
11542,States,South Carolina,367.0,,,,,,,,1.0,3.0,2019-11-12,4.0
11543,States,South Dakota,57.0,,,,,,,,0.0,0.0,2019-11-12,0.0
11544,States,Tennessee,50.0,,,,,,,,1.0,0.0,2019-11-12,1.0
11545,States,Texas,3435.0,,,,,,,,70.0,505.0,2019-11-12,575.0
11546,States,Utah,532.0,,,,,,,,9.0,5.0,2019-11-12,14.0
11547,States,Vermont,107.0,,,,,,,,0.0,1.0,2019-11-12,1.0
11548,States,Virginia,364.0,,,,,,,,2.0,2.0,2019-11-12,4.0
11549,States,Washington,961.0,,,,,,,,4.0,14.0,2019-11-12,18.0
11550,States,West Virginia,559.0,,,,,,,,0.0,0.0,2019-11-12,0.0
11551,States,Wisconsin,1145.0,,,,,,,,6.0,2.0,2019-11-12,8.0
11553,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2019-11-12,0.0
11556,States,Alabama,739.0,,,,,,,,5.0,26.0,2019-11-19,31.0
11558,States,Arizona,402.0,,,,,,,,3.0,18.0,2019-11-19,21.0
11559,States,Arkansas,175.0,,,,,,,,0.0,3.0,2019-11-19,3.0
11560,States,California,2887.0,,,,,,,,126.0,247.0,2019-11-19,373.0
11561,States,Colorado,670.0,,,,,,,,14.0,24.0,2019-11-19,38.0
11562,States,Connecticut,678.0,,,,,,,,5.0,1.0,2019-11-19,6.0
11563,States,Delaware,280.0,,,,,,,,5.0,10.0,2019-11-19,15.0
11566,States,Georgia,1817.0,,,,,,,,38.0,110.0,2019-11-19,148.0
11567,States,Hawaii,425.0,,,,,,,,15.0,8.0,2019-11-19,23.0
11568,States,Idaho,71.0,,,,,,,,1.0,5.0,2019-11-19,6.0
11569,States,Illinois,363.0,,,,,,,,4.0,3.0,2019-11-19,7.0
11570,States,Indiana,230.0,,,,,,,,6.0,1.0,2019-11-19,7.0
11571,States,Iowa,277.0,,,,,,,,4.0,0.0,2019-11-19,4.0
11572,States,Kansas,62.0,,,,,,,,0.0,0.0,2019-11-19,0.0
11573,States,Kentucky,620.0,,,,,,,,26.0,1.0,2019-11-19,27.0
11574,States,Louisiana,942.0,,,,,,,,7.0,180.0,2019-11-19,187.0
11575,States,Maine,73.0,,,,,,,,0.0,1.0,2019-11-19,1.0
11576,States,Maryland,219.0,,,,,,,,0.0,0.0,2019-11-19,0.0
11577,States,Massachusetts,694.0,,,,,,,,1.0,3.0,2019-11-19,4.0
11578,States,Michigan,1467.0,,,,,,,,12.0,17.0,2019-11-19,29.0
11579,States,Minnesota,361.0,,,,,,,,4.0,1.0,2019-11-19,5.0
11580,States,Mississippi,93.0,,,,,,,,0.0,3.0,2019-11-19,3.0
11581,States,Missouri,616.0,,,,,,,,4.0,8.0,2019-11-19,12.0
11582,States,Montana,105.0,,,,,,,,3.0,2.0,2019-11-19,5.0
11583,States,Nebraska,130.0,,,,,,,,12.0,4.0,2019-11-19,16.0
11584,States,Nevada,72.0,,,,,,,,21.0,1.0,2019-11-19,22.0
11587,States,New Mexico,341.0,,,,,,,,6.0,11.0,2019-11-19,17.0
11588,States,New York,1858.0,,,,,,,,22.0,19.0,2019-11-19,41.0
11589,States,North Carolina,264.0,,,,,,,,4.0,2.0,2019-11-19,6.0
11590,States,North Dakota,241.0,,,,,,,,2.0,40.0,2019-11-19,42.0
11591,States,Ohio,2099.0,,,,,,,,14.0,11.0,2019-11-19,25.0
11592,States,Oklahoma,278.0,,,,,,,,2.0,2.0,2019-11-19,4.0
11593,States,Oregon,1221.0,,,,,,,,14.0,81.0,2019-11-19,95.0
11594,States,Pennsylvania,427.0,,,,,,,,2.0,2.0,2019-11-19,4.0
11596,States,South Carolina,364.0,,,,,,,,5.0,3.0,2019-11-19,8.0
11597,States,South Dakota,80.0,,,,,,,,0.0,0.0,2019-11-19,0.0
11598,States,Tennessee,74.0,,,,,,,,3.0,0.0,2019-11-19,3.0
11599,States,Texas,3956.0,,,,,,,,99.0,579.0,2019-11-19,678.0
11600,States,Utah,535.0,,,,,,,,3.0,12.0,2019-11-19,15.0
11601,States,Vermont,107.0,,,,,,,,1.0,0.0,2019-11-19,1.0
11602,States,Virginia,406.0,,,,,,,,0.0,1.0,2019-11-19,1.0
11603,States,Washington,1024.0,,,,,,,,10.0,38.0,2019-11-19,48.0
11604,States,West Virginia,569.0,,,,,,,,0.0,0.0,2019-11-19,0.0
11605,States,Wisconsin,1161.0,,,,,,,,6.0,16.0,2019-11-19,22.0
11606,States,Wyoming,10.0,,,,,,,,0.0,1.0,2019-11-19,1.0
11607,States,Puerto Rico,0.0,,,,,,,,0.0,0.0,2019-11-19,0.0
11610,States,Alabama,868.0,,,,,,,,15.0,70.0,2019-11-26,85.0
11611,States,Alaska,11.0,,,,,,,,2.0,1.0,2019-11-26,3.0
11612,States,Arizona,395.0,,,,,,,,4.0,29.0,2019-11-26,33.0
11613,States,Arkansas,224.0,,,,,,,,1.0,9.0,2019-11-26,10.0
11614,States,California,3091.0,,,,,,,,133.0,298.0,2019-11-26,431.0
11615,States,Colorado,706.0,,,,,,,,9.0,46.0,2019-11-26,55.0
11616,States,Connecticut,699.0,,,,,,,,6.0,1.0,2019-11-26,7.0
11617,States,Delaware,267.0,,,,,,,,1.0,15.0,2019-11-26,16.0
11620,States,Georgia,2082.0,,,,,,,,76.0,247.0,2019-11-26,323.0
11621,States,Hawaii,382.0,,,,,,,,6.0,7.0,2019-11-26,13.0
11622,States,Idaho,82.0,,,,,,,,0.0,4.0,2019-11-26,4.0
11623,States,Illinois,378.0,,,,,,,,12.0,6.0,2019-11-26,18.0
11624,States,Indiana,285.0,,,,,,,,3.0,3.0,2019-11-26,6.0
